bairro_group,room_type,latitude,longitude,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365,price
Manhattan,Entire home/apt,40.70771,-74.00641,29,1,0.73,327,219,229
Manhattan,Entire home/apt,40.72735,-73.98739,3,4,0.11,1,0,120
Queens,Private room,40.70985,-73.78429,2,4,0.34,7,0,50
Brooklyn,Entire home/apt,40.67266,-73.92423,10,0,0.0,3,258,80
Manhattan,Private room,40.71364,-73.99153,1,42,1.91,4,257,50
Brooklyn,Entire home/apt,40.62532,-73.96286,3,0,0.0,1,101,250
Brooklyn,Entire home/apt,40.68543,-73.94571,1,4,0.13,2,0,91
Brooklyn,Private room,40.69423,-73.91993,2,3,0.12,1,0,90
Manhattan,Private room,40.8445,-73.9404,2,20,0.89,1,24,99
Manhattan,Entire home/apt,40.73037,-73.98268,1,1,0.02,1,0,175
Manhattan,Private room,40.71474,-74.00596,30,0,0.0,1,0,100
Brooklyn,Entire home/apt,40.73077,-73.95851,1,1,0.02,2,0,115
Brooklyn,Entire home/apt,40.66005,-73.99204,4,123,3.61,1,101,150
Queens,Entire home/apt,40.72373,-73.90881,2,21,1.87,3,202,196
Manhattan,Entire home/apt,40.74706,-73.97355,5,2,0.06,1,0,110
Manhattan,Private room,40.77681,-73.95123,2,4,0.15,1,0,120
Manhattan,Private room,40.73273,-73.98667,1,36,1.4,1,81,125
Brooklyn,Private room,40.71279,-73.9641,3,0,0.0,1,0,55
Manhattan,Private room,40.78549,-73.97673,3,4,0.16,2,0,90
Queens,Entire home/apt,40.74804,-73.94172,2,8,0.56,1,0,175
Queens,Private room,40.76134,-73.80776,1,1,0.57,7,331,42
Brooklyn,Entire home/apt,40.69379,-73.99753,3,10,0.62,1,22,300
Manhattan,Entire home/apt,40.70761,-74.01078,2,3,1.11,327,340,235
Brooklyn,Private room,40.69306,-73.94565,1,1,0.22,1,0,39
Manhattan,Private room,40.74961,-73.97865,2,10,0.32,2,0,89
Brooklyn,Private room,40.7052,-73.92101,3,3,0.28,2,0,65
Brooklyn,Entire home/apt,40.68674,-73.95392,7,122,1.91,2,364,122
Manhattan,Entire home/apt,40.80249,-73.96588,5,5,3.19,1,221,335
Queens,Private room,40.7018,-73.89643,1,16,1.54,1,0,80
Brooklyn,Entire home/apt,40.6912,-73.96686,7,37,0.6,1,39,150
Brooklyn,Private room,40.67727,-73.9838,1,46,2.36,17,342,139
Manhattan,Entire home/apt,40.76036,-73.96462,30,7,0.22,5,321,225
Brooklyn,Private room,40.68748,-73.93048,5,2,0.1,1,0,65
Brooklyn,Entire home/apt,40.68024,-73.93987,14,0,0.0,1,59,60
Brooklyn,Private room,40.69653,-73.94994,2,5,0.15,1,0,50
Brooklyn,Private room,40.6922,-73.9415,3,8,0.77,2,63,85
Manhattan,Private room,40.81922,-73.95276,2,121,3.44,3,65,69
Brooklyn,Entire home/apt,40.72917,-73.95131,30,44,2.07,1,205,145
Queens,Private room,40.7385,-73.91806,40,53,0.55,3,236,42
Brooklyn,Entire home/apt,40.64849,-73.96585,2,9,0.29,1,0,89
Brooklyn,Private room,40.67768,-73.94244,5,1,0.16,1,69,35
Manhattan,Private room,40.82291,-73.95172,2,80,1.71,1,347,65
Manhattan,Private room,40.79274,-73.94286,1,81,2.93,1,0,65
Brooklyn,Entire home/apt,40.67777,-73.95131,6,13,0.26,1,0,100
Brooklyn,Entire home/apt,40.6762,-73.87936,3,66,3.55,1,254,99
Queens,Private room,40.67804,-73.80122,1,44,9.23,1,41,25
Brooklyn,Entire home/apt,40.68719,-73.97777,1,0,0.0,1,0,410
Brooklyn,Private room,40.69289,-73.98077,10,0,0.0,1,0,65
Brooklyn,Entire home/apt,40.70083,-73.91679,3,98,1.95,1,180,126
Queens,Private room,40.74506,-73.90602,30,0,0.0,103,242,56
Manhattan,Private room,40.72298,-73.98474,1,106,1.26,2,336,99
Manhattan,Entire home/apt,40.74677,-73.97846,30,4,0.11,31,111,125
Manhattan,Entire home/apt,40.74599,-74.00253,2,7,0.08,1,361,760
Manhattan,Private room,40.78072,-73.94726,4,5,0.22,1,95,135
Brooklyn,Entire home/apt,40.68304,-73.92175,2,12,2.02,1,284,140
Manhattan,Entire home/apt,40.7603,-73.96225,1,1,1.0,1,1,120
Brooklyn,Entire home/apt,40.67539,-73.96865,3,6,0.16,1,0,99
Manhattan,Entire home/apt,40.76259,-73.98667,30,0,0.0,65,365,190
Brooklyn,Private room,40.70709,-73.9426,30,0,0.0,3,364,73
Manhattan,Private room,40.72997,-73.98009,3,50,1.31,1,240,60
Brooklyn,Entire home/apt,40.70565,-73.93518,1,75,1.45,1,365,165
Manhattan,Entire home/apt,40.79575,-73.94817,2,101,3.07,1,0,145
Queens,Private room,40.73846,-73.92273,4,6,0.17,1,0,60
Brooklyn,Entire home/apt,40.68104,-73.94031,2,38,2.04,1,0,60
Brooklyn,Private room,40.66449,-73.99047,4,65,1.34,1,290,63
Brooklyn,Entire home/apt,40.71111,-73.96299,4,12,0.37,1,5,150
Brooklyn,Private room,40.68367,-73.95101,1,0,0.0,2,0,75
Manhattan,Entire home/apt,40.77964,-73.95474,2,5,0.11,1,0,130
Manhattan,Entire home/apt,40.80302,-73.96511,10,0,0.0,2,0,110
Manhattan,Entire home/apt,40.78607,-73.97347,7,34,0.78,1,147,250
Brooklyn,Private room,40.69287,-73.92289,1,0,0.0,1,175,125
Brooklyn,Private room,40.69403,-73.94487,2,80,5.93,2,45,48
Manhattan,Entire home/apt,40.80016,-73.9383,21,14,0.91,1,0,199
Manhattan,Entire home/apt,40.85811,-73.92921,5,5,0.44,1,18,90
Queens,Entire home/apt,40.72661,-73.86046,1,89,3.42,1,157,70
Queens,Shared room,40.67747,-73.76493,1,454,5.27,1,353,39
Brooklyn,Private room,40.65514,-73.95956,1,109,1.52,1,2,60
Brooklyn,Private room,40.68366,-73.94607,2,129,3.36,3,227,75
Manhattan,Private room,40.73628,-73.98549,4,115,2.67,1,268,100
Manhattan,Private room,40.75971,-73.98979,1,365,5.81,1,174,120
Manhattan,Entire home/apt,40.72325,-73.98776,3,4,1.82,1,0,120
Brooklyn,Entire home/apt,40.69126,-73.97186,2,0,0.0,1,0,250
Brooklyn,Entire home/apt,40.71097,-73.9533,2,92,5.47,1,96,175
Queens,Private room,40.6854,-73.8623,3,10,1.36,2,44,50
Brooklyn,Private room,40.68377,-73.94489,1,1,0.16,1,12,85
Brooklyn,Private room,40.67998,-73.9452,1,0,0.0,1,0,45
Manhattan,Entire home/apt,40.76941,-73.98162,30,1,0.02,96,280,180
Manhattan,Entire home/apt,40.77942,-73.97627,1,43,0.98,1,0,180
Brooklyn,Private room,40.69228,-73.95677,2,12,1.35,34,305,49
Manhattan,Entire home/apt,40.74584,-74.00279,14,0,0.0,1,0,225
Manhattan,Entire home/apt,40.74141,-73.99996,1,1,0.02,1,0,175
Queens,Private room,40.68783,-73.86679,3,28,1.95,9,359,69
Brooklyn,Private room,40.66676,-73.95991,7,0,0.0,1,0,85
Manhattan,Entire home/apt,40.7243,-74.0111,3,0,0.0,1,42,225
Brooklyn,Private room,40.68797,-73.95439,1,21,7.5,1,114,75
Staten Island,Entire home/apt,40.57411,-74.09436,2,0,0.0,1,0,100
Manhattan,Entire home/apt,40.84543,-73.9401,1,1,0.03,1,0,50
Manhattan,Private room,40.72831,-73.98481,1,2,0.04,2,0,125
Brooklyn,Private room,40.689,-73.95241,5,0,0.0,1,0,40
Manhattan,Private room,40.78068,-73.94963,2,43,2.33,1,8,200
Brooklyn,Entire home/apt,40.68518,-73.95328,3,4,0.21,1,0,88
Brooklyn,Entire home/apt,40.66129,-73.98734,3,4,0.48,5,41,169
Brooklyn,Private room,40.7249,-73.94105,7,3,0.16,1,0,75
Brooklyn,Private room,40.69651,-73.96147,1,60,2.27,2,224,45
Brooklyn,Entire home/apt,40.63195,-74.0214,3,4,0.08,1,0,75
Staten Island,Private room,40.64537,-74.08381,2,77,3.9,1,336,100
Queens,Entire home/apt,40.77315,-73.9075,5,2,0.32,1,0,150
Brooklyn,Entire home/apt,40.71479,-73.94916,14,0,0.0,1,0,120
Brooklyn,Private room,40.70697,-73.92401,5,9,3.75,3,0,54
Queens,Private room,40.7482,-73.83113,1,4,3.16,1,333,50
Brooklyn,Private room,40.69675,-73.93374,2,42,3.43,2,348,57
Brooklyn,Private room,40.71143,-73.94009,3,10,0.39,3,180,119
Brooklyn,Entire home/apt,40.64846,-73.97338,4,26,0.44,1,0,150
Manhattan,Entire home/apt,40.70756,-74.01229,2,3,3.0,327,302,210
Manhattan,Entire home/apt,40.74853,-73.98192,1,66,1.33,1,67,325
Manhattan,Entire home/apt,40.76638,-73.99079,2,4,0.2,1,0,168
Staten Island,Entire home/apt,40.6357,-74.15478,1,4,4.0,1,140,80
Brooklyn,Private room,40.63818,-74.01918,3,1,0.16,1,0,32
Manhattan,Entire home/apt,40.79837,-73.96061,4,3,2.37,1,275,400
Brooklyn,Private room,40.69524,-73.93234,4,2,2.0,3,330,54
Manhattan,Entire home/apt,40.73226,-74.00184,6,11,0.62,1,0,175
Queens,Private room,40.73682,-73.875,1,0,0.0,2,0,180
Manhattan,Private room,40.76793,-73.98561,1,133,3.95,1,61,129
Brooklyn,Private room,40.64465,-73.99078,1,36,3.74,1,63,40
Manhattan,Entire home/apt,40.74843,-73.98259,2,2,0.17,1,0,150
Brooklyn,Private room,40.69752,-73.97419,1,1,0.06,1,0,47
Manhattan,Private room,40.80705,-73.95582,2,42,4.92,1,13,80
Brooklyn,Entire home/apt,40.68574,-73.92975,3,20,3.21,1,33,118
Manhattan,Entire home/apt,40.7206,-73.97913,3,0,0.0,1,357,375
Manhattan,Entire home/apt,40.71987,-73.99436,5,9,0.33,1,0,225
Brooklyn,Private room,40.70061,-73.92869,30,0,0.0,4,191,68
Brooklyn,Private room,40.66905,-73.88976,2,3,0.22,4,353,85
Manhattan,Entire home/apt,40.72846,-74.00113,3,2,0.04,1,0,180
Manhattan,Private room,40.71654,-74.00138,4,23,0.35,1,0,60
Manhattan,Entire home/apt,40.72872,-73.99199,1,1,0.68,33,187,179
Queens,Private room,40.74674,-73.82298,1,61,5.2,4,88,55
Brooklyn,Entire home/apt,40.69392,-73.97114,3,37,2.39,2,140,250
Brooklyn,Entire home/apt,40.69108,-73.94492,5,1,0.05,1,0,80
Manhattan,Entire home/apt,40.74411,-74.00204,3,33,0.57,1,11,115
Manhattan,Private room,40.81295,-73.95304,3,35,4.1,1,5,60
Manhattan,Entire home/apt,40.74494,-73.99762,2,30,1.57,1,274,299
Staten Island,Entire home/apt,40.62692,-74.1299,3,21,4.44,1,121,109
Brooklyn,Private room,40.71331,-73.9627,1,0,0.0,1,43,75
Manhattan,Entire home/apt,40.74519,-73.97676,2,65,4.95,1,92,199
Bronx,Private room,40.90356,-73.84172,1,11,0.5,1,35,59
Bronx,Shared room,40.88211,-73.83625,1,1,0.37,13,318,45
Manhattan,Entire home/apt,40.76112,-73.99887,30,2,0.07,121,365,239
Manhattan,Private room,40.84376,-73.94208,1,7,0.62,3,83,50
Queens,Private room,40.76575,-73.91366,1,21,4.53,7,313,80
Manhattan,Entire home/apt,40.74754,-73.98309,7,1,0.03,1,0,119
Manhattan,Private room,40.75378,-73.97156,2,0,0.0,1,0,350
Manhattan,Private room,40.77838,-73.94792,1,0,0.0,1,0,125
Brooklyn,Private room,40.70667,-73.92668,14,0,0.0,1,0,51
Manhattan,Entire home/apt,40.82611,-73.94407,2,138,3.79,1,232,155
Queens,Private room,40.75538,-73.93455,1,6,0.26,2,53,199
Brooklyn,Private room,40.62635,-73.93565,3,0,0.0,1,90,75
Manhattan,Private room,40.76517,-73.95669,1,7,0.74,5,0,99
Manhattan,Entire home/apt,40.71395,-74.00545,6,0,0.0,1,0,199
Manhattan,Entire home/apt,40.72666,-73.97969,2,15,0.49,1,11,131
Brooklyn,Private room,40.69617,-73.91119,2,4,0.11,1,0,55
Manhattan,Entire home/apt,40.76596,-73.98926,3,72,5.31,1,79,390
Brooklyn,Private room,40.58713,-73.95349,2,0,0.0,1,59,89
Queens,Private room,40.74513,-73.83139,1,100,1.93,8,76,60
Brooklyn,Entire home/apt,40.68296,-74.00378,6,0,0.0,1,61,350
Brooklyn,Entire home/apt,40.69964,-73.93729,2,103,3.57,1,185,125
Brooklyn,Private room,40.73052,-73.95568,4,106,2.82,1,113,91
Brooklyn,Private room,40.6924,-73.91448,31,0,0.0,2,365,44
Manhattan,Entire home/apt,40.81574,-73.95261,1,35,1.63,4,361,130
Brooklyn,Entire home/apt,40.70867,-73.94799,2,0,0.0,1,0,180
Queens,Private room,40.76877,-73.91237,4,19,0.75,2,188,38
Manhattan,Private room,40.77481,-73.98144,20,12,0.28,1,23,90
Brooklyn,Entire home/apt,40.65401,-73.96212,1,22,1.8,1,93,125
Manhattan,Private room,40.74975,-73.9961,1,0,0.0,20,359,129
Queens,Entire home/apt,40.76227,-73.93034,1,0,0.0,1,0,150
Manhattan,Entire home/apt,40.77853,-73.97609,7,1,0.14,1,0,750
Brooklyn,Private room,40.70404,-73.93348,3,3,0.76,1,0,45
Brooklyn,Private room,40.71703,-73.9635,2,0,0.0,1,22,120
Manhattan,Entire home/apt,40.81197,-73.93891,2,2,0.1,1,0,230
Manhattan,Entire home/apt,40.74899,-73.97541,29,0,0.0,327,360,200
Staten Island,Entire home/apt,40.57568,-74.09522,2,2,2.0,1,231,115
Manhattan,Private room,40.80126,-73.95037,5,0,0.0,2,0,70
Brooklyn,Entire home/apt,40.67522,-73.98063,1,67,1.77,1,264,132
Manhattan,Entire home/apt,40.72582,-73.9886,2,2,0.09,1,0,150
Manhattan,Private room,40.81566,-73.94174,1,1,1.0,2,73,45
Brooklyn,Private room,40.68874,-73.99855,8,1,0.02,1,0,100
Manhattan,Private room,40.76466,-73.99325,3,191,3.29,1,161,180
Brooklyn,Private room,40.69935,-73.93889,30,0,0.0,14,311,63
Brooklyn,Private room,40.65027,-74.01101,1,35,1.6,2,59,79
Queens,Private room,40.75547,-73.91539,20,2,0.91,3,0,48
Brooklyn,Private room,40.69266,-73.92589,30,0,0.0,2,162,47
Manhattan,Entire home/apt,40.8508,-73.94004,1,1,0.02,1,0,112
Manhattan,Entire home/apt,40.76101,-73.99431,4,2,0.39,1,0,160
Manhattan,Entire home/apt,40.7482,-73.98599,1,3,3.0,1,259,180
Queens,Private room,40.72655,-73.86697,1,0,0.0,10,112,70
Brooklyn,Entire home/apt,40.66514,-73.99017,1,68,3.74,1,5,100
Manhattan,Private room,40.7226,-73.97591,7,9,0.71,1,144,65
Manhattan,Entire home/apt,40.74,-74.0079,60,1,0.05,1,0,80
Manhattan,Private room,40.74166,-73.97811,5,39,0.55,1,318,65
Manhattan,Entire home/apt,40.80187,-73.94705,3,60,1.49,1,278,165
Brooklyn,Entire home/apt,40.61968,-74.00656,4,12,1.17,1,308,170
Manhattan,Entire home/apt,40.81716,-73.94279,3,33,2.3,1,192,165
Brooklyn,Entire home/apt,40.64849,-74.00277,2,8,2.55,1,19,130
Brooklyn,Entire home/apt,40.69436,-73.92261,3,21,1.14,1,30,89
Brooklyn,Private room,40.70774,-73.94819,2,157,4.54,1,68,120
Manhattan,Entire home/apt,40.71878,-73.99808,1,0,0.0,1,23,202
Brooklyn,Private room,40.68561,-73.93085,30,1,0.18,27,311,42
Brooklyn,Private room,40.645,-74.00378,1,50,2.07,1,43,90
Queens,Private room,40.75802,-73.92851,2,14,2.98,1,47,44
Brooklyn,Entire home/apt,40.70865,-73.94507,4,0,0.0,2,4,200
Brooklyn,Entire home/apt,40.68672,-73.96376,2,2,0.06,1,0,145
Manhattan,Entire home/apt,40.71812,-73.98619,1,285,4.83,1,8,197
Manhattan,Shared room,40.78929,-73.94178,1,4,0.09,1,0,70
Manhattan,Entire home/apt,40.7394,-73.97996,30,0,0.0,49,364,225
Manhattan,Private room,40.81855,-73.94447,1,5,0.25,1,0,46
Brooklyn,Private room,40.70953,-73.92657,1,0,0.0,1,0,50
Queens,Private room,40.70087,-73.90571,1,0,0.0,1,0,100
Manhattan,Entire home/apt,40.75917,-73.98246,2,10,1.86,1,165,519
Brooklyn,Private room,40.6824,-73.91315,4,7,0.31,1,2,48
Brooklyn,Entire home/apt,40.60918,-73.99799,2,0,0.0,2,0,40
Brooklyn,Entire home/apt,40.66583,-73.93563,30,4,0.18,1,61,70
Queens,Entire home/apt,40.76939,-73.92139,1,0,0.0,1,185,175
Manhattan,Entire home/apt,40.76805,-73.94929,1,2,2.0,1,83,150
Brooklyn,Private room,40.6918,-73.93028,2,14,5.19,8,261,58
Manhattan,Entire home/apt,40.72249,-73.99758,4,5,2.73,1,194,499
Manhattan,Entire home/apt,40.78488,-73.97325,30,3,0.32,91,213,142
Brooklyn,Entire home/apt,40.69905,-73.94451,2,0,0.0,1,0,98
Manhattan,Entire home/apt,40.71592,-73.9898,3,46,0.57,1,175,400
Manhattan,Entire home/apt,40.73545,-73.9931,6,23,0.29,1,0,220
Brooklyn,Entire home/apt,40.68279,-73.91947,2,42,3.19,1,26,140
Brooklyn,Private room,40.69493,-73.9294,15,0,0.0,1,0,38
Brooklyn,Private room,40.69177,-73.9135,30,2,0.41,103,186,41
Manhattan,Entire home/apt,40.75135,-73.97197,2,6,0.62,1,0,120
Queens,Private room,40.74417,-73.94823,7,12,0.18,1,365,69
Brooklyn,Entire home/apt,40.67413,-73.96497,3,4,0.13,1,0,100
Brooklyn,Private room,40.67231,-73.96032,2,24,0.3,1,30,90
Brooklyn,Private room,40.67432,-73.95329,30,1,0.03,1,87,700
Brooklyn,Entire home/apt,40.71911,-73.95828,2,3,0.08,1,0,200
Brooklyn,Shared room,40.68981,-73.9604,1,4,4.0,6,344,37
Queens,Private room,40.65531,-73.7274,1,0,0.0,2,365,70
Manhattan,Entire home/apt,40.74814,-73.97693,30,1,0.56,50,180,150
Brooklyn,Entire home/apt,40.58101,-73.98514,6,0,0.0,1,297,149
Manhattan,Shared room,40.8163,-73.95262,1,37,2.75,1,60,90
Brooklyn,Private room,40.67181,-73.95865,25,2,0.08,1,0,45
Bronx,Entire home/apt,40.82093,-73.91279,2,0,0.0,1,207,125
Brooklyn,Entire home/apt,40.64116,-73.88346,3,3,0.43,1,85,125
Brooklyn,Entire home/apt,40.69028,-73.97484,3,16,1.63,1,0,175
Manhattan,Private room,40.72785,-73.98684,2,19,1.58,2,32,130
Queens,Private room,40.65376,-73.74057,7,1,0.08,1,0,70
Manhattan,Private room,40.8273,-73.94952,2,4,1.94,2,76,55
Brooklyn,Private room,40.68185,-73.94108,3,13,0.26,2,100,59
Manhattan,Entire home/apt,40.72135,-73.98391,4,3,0.25,1,0,200
Brooklyn,Private room,40.73354,-73.95576,4,0,0.0,1,8,105
Manhattan,Private room,40.71389,-73.98889,1,9,0.42,1,0,80
Queens,Private room,40.75943,-73.89553,3,46,0.83,1,88,44
Brooklyn,Private room,40.69755,-73.91187,60,17,0.19,2,74,50
Brooklyn,Private room,40.73413,-73.95835,14,0,0.0,1,0,49
Queens,Private room,40.73216,-73.81841,1,0,0.0,1,241,399
Manhattan,Entire home/apt,40.76461,-73.98263,3,66,2.61,1,9,145
Manhattan,Entire home/apt,40.77296,-73.95711,30,2,0.52,29,264,148
Brooklyn,Private room,40.68697,-73.91592,1,0,0.0,1,0,150
Brooklyn,Private room,40.68599,-73.87734,28,6,0.43,3,356,37
Queens,Entire home/apt,40.76797,-73.92858,7,11,0.63,1,143,119
Manhattan,Private room,40.8282,-73.94973,30,2,0.16,1,0,39
Bronx,Entire home/apt,40.87277,-73.90268,2,0,0.0,1,47,95
Brooklyn,Entire home/apt,40.69345,-73.93304,7,2,0.05,1,0,75
Manhattan,Private room,40.71931,-73.98393,5,1,0.03,1,0,85
Manhattan,Entire home/apt,40.74475,-73.97201,30,2,0.04,52,362,150
Manhattan,Entire home/apt,40.72808,-73.98763,30,22,0.65,1,112,200
Brooklyn,Private room,40.71282,-73.95742,1,1,0.14,1,0,60
Manhattan,Private room,40.8213,-73.95318,3,273,2.37,3,359,50
Manhattan,Private room,40.78627,-73.94316,30,4,0.07,9,339,55
Manhattan,Entire home/apt,40.72037,-73.99454,2,0,0.0,1,311,179
Brooklyn,Entire home/apt,40.6795,-73.99468,5,1,0.02,1,0,445
Brooklyn,Private room,40.69112,-73.95203,3,90,1.39,1,199,80
Brooklyn,Private room,40.70122,-73.91836,1,44,3.31,4,59,70
Brooklyn,Private room,40.67698,-73.94414,2,2,0.29,3,78,99
Brooklyn,Private room,40.71435,-73.96336,14,1,0.05,1,341,60
Manhattan,Entire home/apt,40.75097,-73.97895,2,31,6.84,1,163,515
Manhattan,Private room,40.85025,-73.94105,1,27,4.01,1,49,40
Manhattan,Entire home/apt,40.73063,-73.98322,1,5,1.47,4,20,180
Brooklyn,Entire home/apt,40.72102,-73.94808,5,21,0.41,1,0,175
Queens,Private room,40.74965,-73.94019,2,4,0.16,1,0,99
Queens,Private room,40.77235,-73.91789,5,3,0.11,1,88,85
Manhattan,Entire home/apt,40.713,-74.00991,30,0,0.0,232,193,269
Manhattan,Entire home/apt,40.7406,-74.0062,105,0,0.0,2,85,217
Manhattan,Entire home/apt,40.77045,-73.9568,30,6,0.59,16,339,125
Manhattan,Private room,40.83139,-73.94095,2,49,1.6,2,336,65
Manhattan,Private room,40.72261,-73.99333,12,0,0.0,2,0,79
Manhattan,Entire home/apt,40.73354,-73.98593,3,182,2.3,1,264,127
Manhattan,Entire home/apt,40.72388,-73.98354,1,0,0.0,1,35,178
Manhattan,Entire home/apt,40.72749,-74.0018,1,2,2.0,2,124,205
Brooklyn,Entire home/apt,40.72667,-73.95221,4,0,0.0,1,0,200
Brooklyn,Private room,40.69356,-73.94537,2,16,2.17,4,3,80
Brooklyn,Entire home/apt,40.64512,-73.99839,14,8,0.63,1,69,100
Manhattan,Private room,40.74042,-73.99714,1,2,0.04,1,0,100
Manhattan,Private room,40.75198,-73.97266,3,3,0.1,12,365,799
Manhattan,Entire home/apt,40.77162,-73.95808,1,6,0.14,1,0,150
Brooklyn,Entire home/apt,40.6806,-73.96317,2,160,1.95,1,255,195
Manhattan,Private room,40.78175,-73.94797,1,10,0.76,2,62,111
Brooklyn,Private room,40.70631,-73.93338,21,0,0.0,1,5,64
Queens,Private room,40.74854,-73.94908,20,0,0.0,2,66,75
Brooklyn,Entire home/apt,40.71865,-73.96392,2,43,1.27,1,38,249
Manhattan,Private room,40.82584,-73.94673,1,3,0.05,3,363,500
Manhattan,Shared room,40.76519,-73.98939,1,17,1.3,3,212,69
Manhattan,Entire home/apt,40.78098,-73.95854,30,0,0.0,33,315,225
Manhattan,Entire home/apt,40.76918,-73.9667,14,0,0.0,3,340,225
Brooklyn,Private room,40.68245,-73.9471,1,8,2.07,2,23,100
Manhattan,Entire home/apt,40.79757,-73.96065,2,2,0.32,1,1,135
Brooklyn,Entire home/apt,40.68997,-73.94205,2,49,1.0,3,319,133
Brooklyn,Entire home/apt,40.68636,-73.93104,4,5,0.12,1,0,93
Manhattan,Entire home/apt,40.84346,-73.94471,29,10,0.14,1,205,110
Manhattan,Entire home/apt,40.75196,-73.97269,4,0,0.0,1,5,500
Queens,Private room,40.75909,-73.93217,1,165,2.36,1,361,51
Brooklyn,Private room,40.7112,-73.95886,2,24,1.08,1,0,95
Brooklyn,Private room,40.67223,-73.93027,2,4,4.0,2,88,89
Brooklyn,Private room,40.6499,-73.91499,3,2,0.31,1,189,60
Brooklyn,Private room,40.67745,-73.91474,30,0,0.0,5,221,43
Manhattan,Private room,40.80847,-73.94044,2,25,3.66,6,173,90
Manhattan,Private room,40.76393,-73.99124,3,5,0.12,1,0,99
Brooklyn,Private room,40.68303,-73.91238,1,2,0.06,1,0,80
Brooklyn,Entire home/apt,40.66998,-73.94702,2,50,3.93,1,0,112
Brooklyn,Entire home/apt,40.68393,-73.92303,4,0,0.0,1,310,200
Manhattan,Entire home/apt,40.73032,-73.99976,1,43,0.75,1,3,190
Brooklyn,Entire home/apt,40.71311,-73.95742,2,2,0.11,1,0,175
Manhattan,Private room,40.78413,-73.97451,1,75,9.62,2,248,100
Brooklyn,Entire home/apt,40.71727,-73.94821,3,6,0.61,1,0,150
Brooklyn,Entire home/apt,40.71062,-73.95274,1,3,0.06,1,0,250
Manhattan,Entire home/apt,40.72848,-74.00269,1,8,2.96,1,192,300
Manhattan,Entire home/apt,40.72148,-73.99543,5,150,4.19,1,105,294
Manhattan,Entire home/apt,40.72939,-74.00225,2,0,0.0,1,0,150
Staten Island,Entire home/apt,40.53939,-74.15389,10,0,0.0,3,30,299
Manhattan,Entire home/apt,40.76883,-73.95353,6,23,0.31,1,0,150
Brooklyn,Shared room,40.65024,-73.95051,30,2,0.09,7,365,26
Manhattan,Private room,40.76043,-73.97075,3,3,0.31,2,127,150
Queens,Shared room,40.76625,-73.92447,30,3,0.1,1,0,34
Manhattan,Private room,40.8334,-73.93913,2,8,0.16,2,0,81
Manhattan,Entire home/apt,40.73612,-73.99978,1,39,1.43,1,177,395
Queens,Private room,40.65567,-73.73076,1,45,6.75,1,277,65
Manhattan,Private room,40.7239,-74.00379,1,0,0.0,7,325,100
Brooklyn,Private room,40.6844,-73.93138,1,68,2.88,3,112,27
Brooklyn,Private room,40.69193,-73.9274,3,70,1.11,2,285,55
Brooklyn,Entire home/apt,40.67595,-73.97635,11,8,0.26,1,0,149
Manhattan,Entire home/apt,40.72868,-73.99901,1,173,5.21,1,271,183
Brooklyn,Entire home/apt,40.68564,-73.98408,14,48,1.02,1,74,105
Manhattan,Entire home/apt,40.80209,-73.93584,6,31,1.68,2,276,210
Brooklyn,Entire home/apt,40.73312,-73.95754,2,76,3.11,4,0,299
Manhattan,Private room,40.82028,-73.95381,1,3,0.08,1,0,65
Manhattan,Private room,40.76191,-73.99199,7,0,0.0,1,0,75
Manhattan,Entire home/apt,40.79013,-73.94958,3,9,3.55,1,85,174
Manhattan,Entire home/apt,40.76699,-73.98174,7,2,0.1,1,0,200
Brooklyn,Private room,40.72449,-73.94486,7,7,0.26,1,24,84
Queens,Entire home/apt,40.66146,-73.85638,1,13,1.84,1,346,207
Brooklyn,Private room,40.69218,-73.96127,2,32,1.24,1,20,90
Manhattan,Entire home/apt,40.79038,-73.94412,3,6,0.11,1,0,170
Queens,Entire home/apt,40.69206,-73.74546,2,65,2.33,1,263,169
Bronx,Private room,40.82706,-73.91779,1,0,0.0,1,88,80
Brooklyn,Private room,40.70513,-73.95505,2,35,0.38,2,161,60
Manhattan,Entire home/apt,40.7208,-73.9867,3,138,2.87,1,58,341
Manhattan,Entire home/apt,40.73987,-73.98982,5,42,1.07,1,335,650
Brooklyn,Entire home/apt,40.70118,-73.92176,2,19,3.88,1,53,90
Brooklyn,Entire home/apt,40.6891,-73.93926,2,4,0.08,1,0,75
Manhattan,Private room,40.79843,-73.96404,1,0,0.0,2,0,100
Manhattan,Entire home/apt,40.70862,-74.01408,30,3,0.09,121,364,169
Manhattan,Entire home/apt,40.74089,-73.98094,3,20,0.61,1,0,175
Brooklyn,Entire home/apt,40.67167,-73.94015,30,0,0.0,3,73,140
Manhattan,Private room,40.82888,-73.94467,1,7,0.14,1,0,56
Brooklyn,Entire home/apt,40.68927,-73.96542,3,0,0.0,1,31,125
Brooklyn,Entire home/apt,40.71281,-73.95796,3,87,1.63,3,275,225
Manhattan,Private room,40.80383,-73.96724,3,4,2.61,1,5,59
Brooklyn,Private room,40.71151,-73.96665,3,0,0.0,1,0,400
Brooklyn,Private room,40.71197,-73.94223,2,16,4.29,4,25,75
Brooklyn,Private room,40.67973,-73.93058,2,151,3.23,3,288,72
Manhattan,Private room,40.80874,-73.94038,2,38,3.4,6,178,90
Brooklyn,Private room,40.72785,-73.95452,3,4,0.16,1,0,60
